Trial ID,Test Method,Item ID,Item Format,Item Brand,Item Name,Item Description Refined,Material Class I,Material Class II,Material Class III,% Residuals (Mass),% Residuals (Area),Technology
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.456,,Windrow
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.792,,Windrow
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.0,,Windrow
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.414,,Windrow
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.448,,Windrow
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.849,,Windrow
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.0,,Windrow
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,1.041,,Windrow
WR004-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.88,,Windrow
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.0,0.0,Windrow
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.0,0.0,Windrow
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.014,0.006,Windrow
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.015,0.007,Windrow
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.534,0.158,Windrow
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.0,0.0,Windrow
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.152,0.033,Windrow
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.0,0.0,Windrow
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.117,0.03,Windrow
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,1.104,0.495,Windrow
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.0,0.0,Windrow
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,0.0,0.0,Windrow
WR005-01,Mesh Bag,K1,Positive Control - Fiber,Brand H,Kraft Butcher Paper Pink,Kraft butcher paper CONTROL,Positive Control,Positive Control - Fiber,Positive Control - Unlined Paper,1.494,0.512,Windrow
ASP001-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.132,0.828,Aerated Static Pile
ASP001-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.112,0.744,Aerated Static Pile
ASP001-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.085,0.786,Aerated Static Pile
ASP001-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.123,0.786,Aerated Static Pile
ASP001-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.136,0.814,Aerated Static Pile
CASP004-02,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.172,0.175,Covered or Extended Aerated Static Pile
CASP004-02,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.673,0.578,Covered or Extended Aerated Static Pile
CASP004-02,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.461,0.41,Covered or Extended Aerated Static Pile
CASP004-02,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.254,0.199,Covered or Extended Aerated Static Pile
CASP004-02,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.5,0.335,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.882,0.573,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.882,0.573,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.249,0.668,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.249,0.668,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.112,0.646,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.112,0.646,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.995,0.638,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.995,0.638,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.5,0.814,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.5,0.814,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.488,0.344,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.488,0.344,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.146,0.705,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.146,0.705,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.0,0.0,Covered or Extended Aerated Static Pile
EASP001-01,Bulk Dose,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.228,0.044,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.372,0.208,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.739,0.376,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.683,0.438,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.269,0.138,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.043,0.039,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.09,0.809,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.131,0.772,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.133,0.752,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.09,0.752,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.08,0.866,Covered or Extended Aerated Static Pile
IV002-01,Bulk Dose,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.0,0.0,In-Vessel
WR004-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.039,,Windrow
WR004-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.953,,Windrow
WR004-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),1.092,,Windrow
WR004-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.703,,Windrow
WR004-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.612,,Windrow
WR005-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.0,0.0,Windrow
WR005-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.041,0.032,Windrow
WR005-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.0,0.0,Windrow
WR005-01,Mesh Bag,I,Bowl,Brand H,Fiber Bowl 16oz,Moulded fiber bowl 16oz,Fiber,Unlined Fiber,Unlined Molded Fiber (mixed fibers),0.25,0.149,Windrow
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.101,0.142,Aerated Static Pile
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.054,0.055,Aerated Static Pile
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.072,0.069,Aerated Static Pile
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.105,0.142,Aerated Static Pile
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.054,0.038,Aerated Static Pile
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.094,0.182,Aerated Static Pile
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.126,0.177,Aerated Static Pile
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.071,0.113,Aerated Static Pile
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.088,0.117,Aerated Static Pile
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.076,0.116,Aerated Static Pile
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.086,0.144,Aerated Static Pile
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.097,0.115,Aerated Static Pile
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.076,0.128,Aerated Static Pile
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.131,0.138,Aerated Static Pile
ASP001-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.097,0.159,Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.004,0.008,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.004,0.008,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.037,0.068,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.037,0.068,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.041,0.1,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.041,0.1,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.017,0.057,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.017,0.057,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K2,Positive Control - Food Scraps,Brand I,Navel Orange Peel Control,Navel orange peel,Positive Control,Positive Control - Food Scraps,Positive Control - Food Scraps,0.029,0.118,Covered or Extended Aerated Static Pile
