facility_ID,trial_ID,bag_ID,item_ID,trial_stage,mass_resid_%,sa_resid_%,treated_mass_resid_%
1,WR004-01,B-10,14,First Removal,92.26,92.37,
1,WR004-01,B-10,14,First Removal,92.3,92.37,
1,WR004-01,B-6,14,First Removal,74.27,71.64,
1,WR004-01,B-6,14,First Removal,74.3,71.64,
1,WR004-01,B-7,14,First Removal,83.2,84.24,
1,WR004-01,B-7,14,First Removal,83.2,84.24,
1,WR004-01,B-8,14,First Removal,99.22,81.49,
1,WR004-01,B-8,14,First Removal,99.2,81.49,
1,WR004-01,B-9,14,First Removal,79.04,60.98,
1,WR004-01,B-9,14,First Removal,79.0,60.98,
1,WR004-01,B-1,14,Second Removal,0.0,0.0,
1,WR004-01,B-1,14,Second Removal,0.0,0.0,
1,WR004-01,B-2,14,Second Removal,100.28,72.03,
1,WR004-01,B-2,14,Second Removal,100.3,72.03,
1,WR004-01,B-4,14,Second Removal,73.41,38.06,
1,WR004-01,B-4,14,Second Removal,73.4,38.06,
1,WR004-01,B-5,14,Second Removal,88.17,71.18,
1,WR004-01,B-5,14,Second Removal,88.2,71.18,
2,CASP005-01,B-1,14,First Removal,129.15,85.88,
2,CASP005-01,B-1,14,First Removal,129.1,85.88,
2,CASP005-01,B-2,14,First Removal,83.21,42.62,
2,CASP005-01,B-2,14,First Removal,83.2,42.62,
2,CASP005-01,B-4,14,First Removal,138.45,84.98,
2,CASP005-01,B-4,14,First Removal,138.4,84.98,
2,CASP005-01,B-5,14,First Removal,93.16,79.97,
2,CASP005-01,B-5,14,First Removal,93.2,79.97,
2,CASP005-01,B-8,14,First Removal,88.83,67.04,
2,CASP005-01,B-8,14,First Removal,88.8,67.04,
2,CASP005-01,B-3,14,Second Removal,112.0,76.28,
2,CASP005-01,B-3,14,Second Removal,112.0,76.28,
2,CASP005-01,B-6,14,Second Removal,100.07,67.96,
2,CASP005-01,B-6,14,Second Removal,100.1,67.96,
2,CASP005-01,B-7,14,Second Removal,94.72,68.32,
2,CASP005-01,B-7,14,Second Removal,94.7,68.32,
2,CASP005-01,B-9,14,Second Removal,89.01,68.9,
2,CASP005-01,B-9,14,Second Removal,89.0,68.9,
5,EASP002-01,B-2,14,First Removal,104.5,94.56,
5,EASP002-01,B-2,14,First Removal,104.5,94.56,
5,EASP002-01,B-5,14,First Removal,95.86,78.48,
5,EASP002-01,B-5,14,First Removal,95.9,78.48,
5,EASP002-01,B-6,14,First Removal,112.31,75.04,
5,EASP002-01,B-6,14,First Removal,112.3,75.04,
5,EASP002-01,B-7,14,First Removal,104.71,82.38,
5,EASP002-01,B-7,14,First Removal,104.7,82.38,
5,EASP002-01,B-8,14,First Removal,105.84,81.08,
5,EASP002-01,B-8,14,First Removal,105.8,81.08,
5,EASP002-01,B-1,14,Second Removal,33.66,26.17,
5,EASP002-01,B-1,14,Second Removal,33.7,26.17,
5,EASP002-01,B-10,14,Second Removal,0.0,0.0,
5,EASP002-01,B-10,14,Second Removal,0.0,0.0,
5,EASP002-01,B-3,14,Second Removal,73.22,56.63,
5,EASP002-01,B-3,14,Second Removal,73.2,56.63,
5,EASP002-01,B-4,14,Second Removal,71.66,46.2,
5,EASP002-01,B-4,14,Second Removal,71.7,46.2,
5,EASP002-01,B-8,14,Second Removal,0.0,0.0,
5,EASP002-01,B-8,14,Second Removal,0.0,0.0,
6,CASP006-01,B-10,14,First Removal,65.41,52.03,
6,CASP006-01,B-10,14,First Removal,65.4,52.03,
6,CASP006-01,B-6,14,First Removal,124.52,72.82,
6,CASP006-01,B-6,14,First Removal,124.5,72.82,
6,CASP006-01,B-7,14,First Removal,92.34,78.66,
6,CASP006-01,B-7,14,First Removal,92.3,78.66,
6,CASP006-01,B-8,14,First Removal,113.77,92.5,
6,CASP006-01,B-8,14,First Removal,113.8,92.5,
6,CASP006-01,B-9,14,First Removal,108.44,81.11,
6,CASP006-01,B-9,14,First Removal,108.4,81.11,
6,CASP006-01,B-1,14,Second Removal,0.0,0.0,
6,CASP006-01,B-1,14,Second Removal,0.0,0.0,
6,CASP006-01,B-2,14,Second Removal,0.0,0.0,
6,CASP006-01,B-2,14,Second Removal,0.0,0.0,
6,CASP006-01,B-3,14,Second Removal,18.51,13.72,
6,CASP006-01,B-3,14,Second Removal,18.5,13.72,
6,CASP006-01,B-4,14,Second Removal,0.0,0.0,
6,CASP006-01,B-4,14,Second Removal,0.0,0.0,
6,CASP006-01,B-5,14,Second Removal,0.0,0.0,
6,CASP006-01,B-5,14,Second Removal,0.0,0.0,
7,CASP004-02,B-2,14,First Removal,30.57,35.19,
7,CASP004-02,B-2,14,First Removal,30.6,35.19,
7,CASP004-02,B-3,14,First Removal,67.36,53.06,
7,CASP004-02,B-3,14,First Removal,67.4,53.06,
7,CASP004-02,B-4,14,First Removal,70.24,44.64,
7,CASP004-02,B-4,14,First Removal,70.2,44.64,
7,CASP004-02,B-8,14,First Removal,0.0,0.0,
7,CASP004-02,B-8,14,First Removal,0.0,0.0,
7,CASP004-02,B-9,14,First Removal,72.24,61.59,
7,CASP004-02,B-9,14,First Removal,72.2,61.59,
7,CASP004-02,B-1,14,Second Removal,0.0,0.0,
7,CASP004-02,B-1,14,Second Removal,0.0,0.0,
7,CASP004-02,B-5,14,Second Removal,51.3,57.66,
7,CASP004-02,B-5,14,Second Removal,51.3,57.66,
7,CASP004-02,B-6,14,Second Removal,45.75,16.54,
7,CASP004-02,B-6,14,Second Removal,45.8,16.54,
7,CASP004-02,B-7,14,Second Removal,0.0,0.0,
7,CASP004-02,B-7,14,Second Removal,0.0,0.0,
8,ASP001-01,B-1,14,First Removal,101.93,73.4,
8,ASP001-01,B-1,14,First Removal,101.9,73.4,
8,ASP001-01,B-2,14,First Removal,90.16,76.38,
8,ASP001-01,B-2,14,First Removal,90.2,76.38,
8,ASP001-01,B-3,14,First Removal,98.42,81.96,
8,ASP001-01,B-3,14,First Removal,98.4,81.96,
8,ASP001-01,B-4,14,First Removal,106.6,87.21,
8,ASP001-01,B-4,14,First Removal,106.6,87.21,
8,ASP001-01,B-5,14,First Removal,91.53,69.59,
8,ASP001-01,B-5,14,First Removal,91.5,69.59,
8,ASP001-01,B-10,14,Second Removal,77.68,72.05,
8,ASP001-01,B-10,14,Second Removal,77.7,72.05,
8,ASP001-01,B-6,14,Second Removal,95.53,80.56,
8,ASP001-01,B-6,14,Second Removal,95.5,80.56,
8,ASP001-01,B-7,14,Second Removal,67.64,60.15,
8,ASP001-01,B-7,14,Second Removal,67.6,60.15,
8,ASP001-01,B-8,14,Second Removal,84.66,82.7,
8,ASP001-01,B-8,14,Second Removal,84.7,82.7,
8,ASP001-01,B-9,14,Second Removal,85.12,65.75,
8,ASP001-01,B-9,14,Second Removal,85.1,65.75,
9,EASP003-01,B-1,14,First Removal,96.84,78.18,
9,EASP003-01,B-1,14,First Removal,96.8,78.18,
9,EASP003-01,B-2,14,First Removal,101.97,86.32,
9,EASP003-01,B-2,14,First Removal,102.0,86.32,
9,EASP003-01,B-4,14,First Removal,101.14,86.17,
9,EASP003-01,B-4,14,First Removal,101.1,86.17,
9,EASP003-01,B-5,14,First Removal,101.96,84.62,
9,EASP003-01,B-5,14,First Removal,102.0,84.62,
9,EASP003-01,B-6,14,First Removal,91.41,83.26,
9,EASP003-01,B-6,14,First Removal,91.4,83.26,
9,EASP003-01,B-10,14,Second Removal,84.51,76.39,
9,EASP003-01,B-10,14,Second Removal,84.5,76.39,
9,EASP003-01,B-3,14,Second Removal,87.46,80.02,
9,EASP003-01,B-3,14,Second Removal,87.5,80.02,
9,EASP003-01,B-7,14,Second Removal,86.52,80.39,
9,EASP003-01,B-7,14,Second Removal,86.5,80.39,
9,EASP003-01,B-8,14,Second Removal,86.05,78.08,
9,EASP003-01,B-8,14,Second Removal,86.1,78.08,
9,EASP003-01,B-9,14,Second Removal,88.36,79.9,
9,EASP003-01,B-9,14,Second Removal,88.4,79.9,
10,WR005-01,B-10,14,First Removal,43.18,37.88,
10,WR005-01,B-10,14,First Removal,43.2,37.88,
10,WR005-01,B-2,14,First Removal,50.49,32.9,
10,WR005-01,B-2,14,First Removal,50.5,32.9,
10,WR005-01,B-4,14,First Removal,49.72,39.26,
10,WR005-01,B-4,14,First Removal,49.7,39.26,
10,WR005-01,B-6,14,First Removal,16.4,10.86,
10,WR005-01,B-6,14,First Removal,16.4,10.86,
10,WR005-01,B-7,14,First Removal,23.37,17.5,
10,WR005-01,B-7,14,First Removal,23.4,17.5,
10,WR005-01,B-1,14,Second Removal,0.0,0.0,
10,WR005-01,B-1,14,Second Removal,0.0,0.0,
10,WR005-01,B-3,14,Second Removal,0.0,0.0,
10,WR005-01,B-3,14,Second Removal,0.0,0.0,
10,WR005-01,B-5,14,Second Removal,0.0,0.0,
10,WR005-01,B-5,14,Second Removal,0.0,0.0,
10,WR005-01,B-9,14,Second Removal,0.0,0.0,
10,WR005-01,B-9,14,Second Removal,0.0,0.0,
3,EASP001-01,,14,First Removal,4.92,3.25,
3,EASP001-01,,14,First Removal,4.9,3.25,
3,EASP001-01,,14,Second Removal,25.22,3.82,
3,EASP001-01,,14,Second Removal,25.2,3.82,
4,IV002-01,,14,First Removal,0.0,0.0,
4,IV002-01,,14,First Removal,0.0,0.0,
4,IV002-01,,14,Second Removal,0.0,0.0,
4,IV002-01,,14,Second Removal,0.0,0.0,
1,WR004-01,C-10,16,First Removal,0.0,0.0,
1,WR004-01,C-10,16,First Removal,0.0,0.0,
1,WR004-01,C-6,16,First Removal,0.0,0.0,
1,WR004-01,C-6,16,First Removal,0.0,0.0,
1,WR004-01,C-7,16,First Removal,0.0,0.0,
1,WR004-01,C-7,16,First Removal,0.0,0.0,
1,WR004-01,C-8,16,First Removal,0.0,0.0,
1,WR004-01,C-8,16,First Removal,0.0,0.0,
1,WR004-01,C-9,16,First Removal,68.71,63.08,
1,WR004-01,C-9,16,First Removal,68.7,63.08,
1,WR004-01,C-1,16,Second Removal,0.0,0.0,
1,WR004-01,C-2,16,Second Removal,0.0,0.0,
1,WR004-01,C-3,16,Second Removal,0.0,0.0,
1,WR004-01,C-4,16,Second Removal,0.0,0.0,
1,WR004-01,C-5,16,Second Removal,0.0,0.0,
2,CASP005-01,B-1,16,First Removal,0.0,0.0,
2,CASP005-01,B-1,16,First Removal,0.0,0.0,
2,CASP005-01,B-2,16,First Removal,0.0,0.0,
2,CASP005-01,B-2,16,First Removal,0.0,0.0,
2,CASP005-01,B-4,16,First Removal,0.0,0.0,
2,CASP005-01,B-4,16,First Removal,0.0,0.0,
2,CASP005-01,B-5,16,First Removal,0.0,0.0,
2,CASP005-01,B-5,16,First Removal,0.0,0.0,
2,CASP005-01,B-8,16,First Removal,0.0,0.0,
2,CASP005-01,B-8,16,First Removal,0.0,0.0,
2,CASP005-01,B-3,16,Second Removal,0.0,0.0,
2,CASP005-01,B-3,16,Second Removal,0.0,0.0,
2,CASP005-01,B-6,16,Second Removal,0.0,0.0,
2,CASP005-01,B-6,16,Second Removal,0.0,0.0,
2,CASP005-01,B-7,16,Second Removal,0.0,0.0,
2,CASP005-01,B-7,16,Second Removal,0.0,0.0,
2,CASP005-01,B-9,16,Second Removal,0.0,0.0,
2,CASP005-01,B-9,16,Second Removal,0.0,0.0,
5,EASP002-01,B-2,16,First Removal,0.0,0.0,
5,EASP002-01,B-2,16,First Removal,0.0,0.0,
5,EASP002-01,B-5,16,First Removal,0.0,0.0,
5,EASP002-01,B-5,16,First Removal,0.0,0.0,
5,EASP002-01,B-6,16,First Removal,0.0,0.0,
5,EASP002-01,B-6,16,First Removal,0.0,0.0,
5,EASP002-01,B-7,16,First Removal,0.0,0.0,
5,EASP002-01,B-7,16,First Removal,0.0,0.0,
5,EASP002-01,B-8,16,First Removal,0.0,0.0,
5,EASP002-01,B-8,16,First Removal,0.0,0.0,
5,EASP002-01,B-1,16,Second Removal,0.0,0.0,
5,EASP002-01,B-1,16,Second Removal,0.0,0.0,
5,EASP002-01,B-10,16,Second Removal,0.0,0.0,
5,EASP002-01,B-10,16,Second Removal,0.0,0.0,
5,EASP002-01,B-3,16,Second Removal,0.0,0.0,
5,EASP002-01,B-3,16,Second Removal,0.0,0.0,
5,EASP002-01,B-4,16,Second Removal,0.0,0.0,
5,EASP002-01,B-4,16,Second Removal,0.0,0.0,
5,EASP002-01,B-8,16,Second Removal,0.0,0.0,
5,EASP002-01,B-8,16,Second Removal,0.0,0.0,
6,CASP006-01,C-10,16,First Removal,98.32,70.64,
6,CASP006-01,C-10,16,First Removal,98.3,70.64,
6,CASP006-01,C-6,16,First Removal,44.55,36.54,
6,CASP006-01,C-6,16,First Removal,44.5,36.54,
6,CASP006-01,C-7,16,First Removal,38.78,31.39,
6,CASP006-01,C-7,16,First Removal,38.8,31.39,
6,CASP006-01,C-8,16,First Removal,3.18,2.75,
6,CASP006-01,C-8,16,First Removal,3.2,2.75,
6,CASP006-01,C-9,16,First Removal,35.57,27.62,
6,CASP006-01,C-9,16,First Removal,35.6,27.62,
6,CASP006-01,C-1,16,Second Removal,0.0,0.0,
6,CASP006-01,C-2,16,Second Removal,0.0,0.0,
6,CASP006-01,C-3,16,Second Removal,0.0,0.0,
6,CASP006-01,C-4,16,Second Removal,0.0,0.0,
6,CASP006-01,C-5,16,Second Removal,0.0,0.0,
7,CASP004-02,B-2,16,First Removal,24.24,5.78,
7,CASP004-02,B-2,16,First Removal,0.0,5.78,
7,CASP004-02,B-3,16,First Removal,0.0,0.0,
7,CASP004-02,B-3,16,First Removal,0.0,0.0,
7,CASP004-02,B-4,16,First Removal,0.0,0.0,
7,CASP004-02,B-4,16,First Removal,0.0,0.0,
7,CASP004-02,B-8,16,First Removal,0.0,0.0,
7,CASP004-02,B-8,16,First Removal,0.0,0.0,
7,CASP004-02,B-9,16,First Removal,0.0,0.0,
7,CASP004-02,B-9,16,First Removal,0.0,0.0,
7,CASP004-02,B-1,16,Second Removal,0.0,0.0,
7,CASP004-02,B-1,16,Second Removal,0.0,0.0,
7,CASP004-02,B-5,16,Second Removal,0.0,0.0,
7,CASP004-02,B-5,16,Second Removal,0.0,0.0,
7,CASP004-02,B-6,16,Second Removal,0.0,0.0,
7,CASP004-02,B-6,16,Second Removal,0.0,0.0,
7,CASP004-02,B-7,16,Second Removal,0.0,0.0,
7,CASP004-02,B-7,16,Second Removal,0.0,0.0,
8,ASP001-01,B-1,16,First Removal,0.0,0.0,
8,ASP001-01,B-1,16,First Removal,0.0,0.0,
8,ASP001-01,B-2,16,First Removal,0.0,0.0,
8,ASP001-01,B-2,16,First Removal,0.0,0.0,
8,ASP001-01,B-3,16,First Removal,0.0,0.0,
8,ASP001-01,B-3,16,First Removal,0.0,0.0,
8,ASP001-01,B-4,16,First Removal,0.0,0.0,
8,ASP001-01,B-4,16,First Removal,0.0,0.0,
8,ASP001-01,B-5,16,First Removal,0.0,0.0,
8,ASP001-01,B-5,16,First Removal,0.0,0.0,
8,ASP001-01,B-10,16,Second Removal,0.0,0.0,
8,ASP001-01,B-10,16,Second Removal,0.0,0.0,
8,ASP001-01,B-6,16,Second Removal,0.0,0.0,
8,ASP001-01,B-6,16,Second Removal,0.0,0.0,
8,ASP001-01,B-7,16,Second Removal,0.0,0.0,
8,ASP001-01,B-7,16,Second Removal,0.0,0.0,
8,ASP001-01,B-8,16,Second Removal,0.0,0.0,
8,ASP001-01,B-8,16,Second Removal,0.0,0.0,
8,ASP001-01,B-9,16,Second Removal,0.0,0.0,
8,ASP001-01,B-9,16,Second Removal,0.0,0.0,
9,EASP003-01,B-1,16,First Removal,0.0,0.0,
9,EASP003-01,B-1,16,First Removal,0.0,0.0,
9,EASP003-01,B-2,16,First Removal,0.0,0.0,
9,EASP003-01,B-2,16,First Removal,0.0,0.0,
9,EASP003-01,B-4,16,First Removal,0.0,0.0,
9,EASP003-01,B-4,16,First Removal,0.0,0.0,
9,EASP003-01,B-5,16,First Removal,0.0,0.0,
9,EASP003-01,B-5,16,First Removal,0.0,0.0,
9,EASP003-01,B-6,16,First Removal,0.0,0.0,
9,EASP003-01,B-6,16,First Removal,0.0,0.0,
9,EASP003-01,B-10,16,Second Removal,0.0,0.0,
9,EASP003-01,B-10,16,Second Removal,0.0,0.0,
9,EASP003-01,B-3,16,Second Removal,0.0,0.0,
9,EASP003-01,B-3,16,Second Removal,0.0,0.0,
9,EASP003-01,B-7,16,Second Removal,0.0,0.0,
9,EASP003-01,B-7,16,Second Removal,0.0,0.0,
9,EASP003-01,B-8,16,Second Removal,0.0,0.0,
9,EASP003-01,B-8,16,Second Removal,0.0,0.0,
9,EASP003-01,B-9,16,Second Removal,0.0,0.0,
9,EASP003-01,B-9,16,Second Removal,0.0,0.0,
10,WR005-01,B-10,16,First Removal,0.0,0.0,
10,WR005-01,B-10,16,First Removal,0.0,0.0,
10,WR005-01,B-2,16,First Removal,0.0,0.0,
10,WR005-01,B-2,16,First Removal,0.0,0.0,
10,WR005-01,B-4,16,First Removal,0.0,0.0,
10,WR005-01,B-4,16,First Removal,0.0,0.0,
10,WR005-01,B-6,16,First Removal,0.0,0.0,
10,WR005-01,B-6,16,First Removal,0.0,0.0,
10,WR005-01,B-7,16,First Removal,0.0,0.0,
10,WR005-01,B-7,16,First Removal,0.0,0.0,
10,WR005-01,B-1,16,Second Removal,0.0,0.0,
10,WR005-01,B-1,16,Second Removal,0.0,0.0,
10,WR005-01,B-3,16,Second Removal,0.0,0.0,
10,WR005-01,B-3,16,Second Removal,0.0,0.0,
10,WR005-01,B-5,16,Second Removal,0.0,0.0,
10,WR005-01,B-5,16,Second Removal,0.0,0.0,
10,WR005-01,B-9,16,Second Removal,0.0,0.0,
10,WR005-01,B-9,16,Second Removal,0.0,0.0,
3,EASP001-01,,16,First Removal,0.22,0.06,
3,EASP001-01,,16,First Removal,0.2,0.06,
3,EASP001-01,,16,Second Removal,0.0,0.0,
3,EASP001-01,,16,Second Removal,0.0,0.0,
4,IV002-01,,16,First Removal,3.15,0.36,
4,IV002-01,,16,First Removal,3.2,0.36,
4,IV002-01,,16,Second Removal,0.35,0.1,
4,IV002-01,,16,Second Removal,0.3,0.1,
1,WR004-01,B-10,21,First Removal,87.61,84.0,
1,WR004-01,B-10,21,First Removal,87.6,84.0,
1,WR004-01,B-6,21,First Removal,103.37,80.37,
1,WR004-01,B-6,21,First Removal,103.4,80.37,
1,WR004-01,B-7,21,First Removal,95.76,81.42,
1,WR004-01,B-7,21,First Removal,95.8,81.42,
1,WR004-01,B-8,21,First Removal,83.14,71.79,
1,WR004-01,B-8,21,First Removal,83.1,71.79,
1,WR004-01,B-9,21,First Removal,75.81,75.77,
1,WR004-01,B-9,21,First Removal,75.8,75.77,
1,WR004-01,B-1,21,Second Removal,73.44,52.64,
1,WR004-01,B-1,21,Second Removal,73.4,52.64,
1,WR004-01,B-2,21,Second Removal,0.0,0.0,
1,WR004-01,B-2,21,Second Removal,0.0,0.0,
1,WR004-01,B-3,21,Second Removal,0.0,0.0,
1,WR004-01,B-3,21,Second Removal,0.0,0.0,
1,WR004-01,B-4,21,Second Removal,0.0,0.0,
1,WR004-01,B-4,21,Second Removal,0.0,0.0,
1,WR004-01,B-5,21,Second Removal,76.18,61.12,
1,WR004-01,B-5,21,Second Removal,76.2,61.12,
2,CASP005-01,B-1,21,First Removal,161.51,86.02,
2,CASP005-01,B-1,21,First Removal,161.5,86.02,
2,CASP005-01,B-2,21,First Removal,153.32,72.01,
2,CASP005-01,B-2,21,First Removal,153.3,72.01,
2,CASP005-01,B-4,21,First Removal,127.64,67.82,
2,CASP005-01,B-4,21,First Removal,127.6,67.82,
2,CASP005-01,B-5,21,First Removal,106.32,83.45,
2,CASP005-01,B-5,21,First Removal,106.3,83.45,
2,CASP005-01,B-8,21,First Removal,124.01,88.34,
2,CASP005-01,B-8,21,First Removal,124.0,88.34,
2,CASP005-01,B-3,21,Second Removal,109.52,71.66,
2,CASP005-01,B-3,21,Second Removal,109.5,71.66,
2,CASP005-01,B-6,21,Second Removal,157.36,79.78,
2,CASP005-01,B-6,21,Second Removal,157.4,79.78,
2,CASP005-01,B-7,21,Second Removal,108.53,75.12,
2,CASP005-01,B-7,21,Second Removal,108.5,75.12,
2,CASP005-01,B-9,21,Second Removal,112.53,74.32,
2,CASP005-01,B-9,21,Second Removal,112.5,74.32,
5,EASP002-01,B-2,21,First Removal,106.8,62.23,
5,EASP002-01,B-2,21,First Removal,106.8,62.23,
5,EASP002-01,B-5,21,First Removal,112.67,87.36,
5,EASP002-01,B-5,21,First Removal,112.7,87.36,
5,EASP002-01,B-6,21,First Removal,132.56,86.17,
5,EASP002-01,B-6,21,First Removal,132.6,86.17,
5,EASP002-01,B-7,21,First Removal,120.52,83.46,
5,EASP002-01,B-7,21,First Removal,120.5,83.46,
5,EASP002-01,B-8,21,First Removal,162.51,91.79,
5,EASP002-01,B-8,21,First Removal,162.5,91.79,
5,EASP002-01,B-1,21,Second Removal,0.0,0.0,
5,EASP002-01,B-1,21,Second Removal,0.0,0.0,
5,EASP002-01,B-10,21,Second Removal,19.32,18.36,
5,EASP002-01,B-10,21,Second Removal,19.3,18.36,
5,EASP002-01,B-3,21,Second Removal,0.0,0.0,
5,EASP002-01,B-3,21,Second Removal,0.0,0.0,
5,EASP002-01,B-4,21,Second Removal,101.98,85.25,
5,EASP002-01,B-4,21,Second Removal,102.0,85.25,
5,EASP002-01,B-8,21,Second Removal,31.17,20.69,
5,EASP002-01,B-8,21,Second Removal,31.2,20.69,
6,CASP006-01,B-10,21,First Removal,113.84,84.36,
6,CASP006-01,B-10,21,First Removal,113.8,84.36,
6,CASP006-01,B-6,21,First Removal,140.8,82.73,
6,CASP006-01,B-6,21,First Removal,140.8,82.73,
6,CASP006-01,B-7,21,First Removal,78.02,80.33,
6,CASP006-01,B-7,21,First Removal,78.0,80.33,
6,CASP006-01,B-8,21,First Removal,133.62,85.26,
6,CASP006-01,B-8,21,First Removal,133.6,85.26,
6,CASP006-01,B-9,21,First Removal,137.41,87.88,
6,CASP006-01,B-9,21,First Removal,137.4,87.88,
6,CASP006-01,B-1,21,Second Removal,0.0,0.0,
6,CASP006-01,B-1,21,Second Removal,0.0,0.0,
6,CASP006-01,B-2,21,Second Removal,139.29,76.73,
6,CASP006-01,B-2,21,Second Removal,139.3,76.73,
6,CASP006-01,B-3,21,Second Removal,0.0,0.0,
6,CASP006-01,B-3,21,Second Removal,0.0,0.0,
6,CASP006-01,B-4,21,Second Removal,107.47,84.51,
6,CASP006-01,B-4,21,Second Removal,107.5,84.51,
6,CASP006-01,B-5,21,Second Removal,0.0,0.0,
6,CASP006-01,B-5,21,Second Removal,0.0,0.0,
7,CASP004-02,B-2,21,First Removal,40.87,67.25,
7,CASP004-02,B-2,21,First Removal,40.9,67.25,
7,CASP004-02,B-3,21,First Removal,55.1,74.2,
7,CASP004-02,B-3,21,First Removal,55.1,74.2,
7,CASP004-02,B-4,21,First Removal,112.33,74.94,
7,CASP004-02,B-4,21,First Removal,112.3,74.94,
7,CASP004-02,B-8,21,First Removal,39.25,24.64,
7,CASP004-02,B-8,21,First Removal,39.3,24.64,
7,CASP004-02,B-9,21,First Removal,86.18,75.95,
7,CASP004-02,B-9,21,First Removal,86.2,75.95,
7,CASP004-02,B-1,21,Second Removal,130.95,85.49,
7,CASP004-02,B-1,21,Second Removal,130.9,85.49,
7,CASP004-02,B-5,21,Second Removal,97.1,79.75,
7,CASP004-02,B-5,21,Second Removal,97.1,79.75,
7,CASP004-02,B-6,21,Second Removal,0.0,0.0,
7,CASP004-02,B-6,21,Second Removal,0.0,0.0,
7,CASP004-02,B-7,21,Second Removal,0.0,0.0,
7,CASP004-02,B-7,21,Second Removal,0.0,0.0,
8,ASP001-01,B-1,21,First Removal,111.36,78.57,
8,ASP001-01,B-1,21,First Removal,111.4,78.57,
8,ASP001-01,B-2,21,First Removal,118.6,88.72,
8,ASP001-01,B-2,21,First Removal,118.6,88.72,
8,ASP001-01,B-3,21,First Removal,0.0,0.0,
8,ASP001-01,B-3,21,First Removal,0.0,0.0,
8,ASP001-01,B-4,21,First Removal,103.91,89.87,
8,ASP001-01,B-4,21,First Removal,103.9,89.87,
8,ASP001-01,B-5,21,First Removal,0.0,0.0,
8,ASP001-01,B-5,21,First Removal,0.0,0.0,
8,ASP001-01,B-10,21,Second Removal,107.26,69.58,
8,ASP001-01,B-10,21,Second Removal,107.3,69.58,
8,ASP001-01,B-6,21,Second Removal,112.39,76.38,
8,ASP001-01,B-6,21,Second Removal,112.4,76.38,
8,ASP001-01,B-7,21,Second Removal,89.13,78.23,
8,ASP001-01,B-7,21,Second Removal,89.1,78.23,
8,ASP001-01,B-8,21,Second Removal,112.7,77.9,
8,ASP001-01,B-8,21,Second Removal,112.7,77.9,
8,ASP001-01,B-9,21,Second Removal,136.85,74.15,
8,ASP001-01,B-9,21,Second Removal,136.8,74.15,
9,EASP003-01,B-1,21,First Removal,114.31,68.75,
9,EASP003-01,B-1,21,First Removal,114.3,68.75,
9,EASP003-01,B-2,21,First Removal,101.64,78.3,
9,EASP003-01,B-2,21,First Removal,101.6,78.3,
9,EASP003-01,B-4,21,First Removal,111.11,81.65,
9,EASP003-01,B-4,21,First Removal,111.1,81.65,
9,EASP003-01,B-5,21,First Removal,114.48,89.47,
9,EASP003-01,B-5,21,First Removal,114.5,89.47,
9,EASP003-01,B-6,21,First Removal,101.91,87.44,
9,EASP003-01,B-6,21,First Removal,101.9,87.44,
9,EASP003-01,B-10,21,Second Removal,104.38,71.0,
9,EASP003-01,B-10,21,Second Removal,104.4,71.0,
9,EASP003-01,B-3,21,Second Removal,109.34,79.36,
9,EASP003-01,B-3,21,Second Removal,109.3,79.36,
9,EASP003-01,B-7,21,Second Removal,82.31,78.55,
9,EASP003-01,B-7,21,Second Removal,82.3,78.55,
9,EASP003-01,B-8,21,Second Removal,97.58,72.93,
9,EASP003-01,B-8,21,Second Removal,97.6,72.93,
9,EASP003-01,B-9,21,Second Removal,86.05,74.43,
9,EASP003-01,B-9,21,Second Removal,86.0,74.43,
10,WR005-01,B-10,21,First Removal,0.0,0.0,
10,WR005-01,B-10,21,First Removal,0.0,0.0,
10,WR005-01,B-2,21,First Removal,91.85,70.06,
10,WR005-01,B-2,21,First Removal,91.9,70.06,
10,WR005-01,B-4,21,First Removal,0.0,0.0,
10,WR005-01,B-4,21,First Removal,0.0,0.0,
10,WR005-01,B-6,21,First Removal,0.0,0.0,
10,WR005-01,B-6,21,First Removal,0.0,0.0,
10,WR005-01,B-7,21,First Removal,57.09,45.35,
10,WR005-01,B-7,21,First Removal,57.1,45.35,
10,WR005-01,B-1,21,Second Removal,0.0,0.0,
10,WR005-01,B-1,21,Second Removal,0.0,0.0,
10,WR005-01,B-3,21,Second Removal,0.0,0.0,
10,WR005-01,B-3,21,Second Removal,0.0,0.0,
10,WR005-01,B-5,21,Second Removal,0.0,0.0,
10,WR005-01,B-5,21,Second Removal,0.0,0.0,
10,WR005-01,B-9,21,Second Removal,9.29,8.36,
10,WR005-01,B-9,21,Second Removal,9.3,8.36,
3,EASP001-01,,21,First Removal,35.57,11.81,
3,EASP001-01,,21,First Removal,35.6,11.81,
3,EASP001-01,,21,Second Removal,35.54,19.82,
3,EASP001-01,,21,Second Removal,35.5,19.82,
4,IV002-01,,21,First Removal,0.0,0.0,
4,IV002-01,,21,First Removal,0.0,0.0,
4,IV002-01,,21,Second Removal,0.0,0.0,
4,IV002-01,,21,Second Removal,0.0,0.0,
1,WR004-01,C-10,15,First Removal,2.49,3.42,
1,WR004-01,C-10,15,First Removal,2.5,3.42,
1,WR004-01,C-6,15,First Removal,0.4,0.62,
1,WR004-01,C-6,15,First Removal,0.4,0.62,
1,WR004-01,C-7,15,First Removal,0.0,0.0,
