facility_name,trial_stage,bag_set,bag_number,product_name,percent_residual
CASP,Second Removal,A (blue),4,PLa-lined Paper Hot Cup 12oz,
CASP,Second Removal,A (blue),5,PLa-lined Paper Hot Cup 12oz,
CASP,Second Removal,B (green),1,PLa-lined Paper Hot Cup 12oz,0
CASP,Second Removal,B (green),2,PLa-lined Paper Hot Cup 12oz,0
CASP,Second Removal,B (green),3,PLa-lined Paper Hot Cup 12oz,0.18513169937963997
CASP,Second Removal,B (green),4,PLa-lined Paper Hot Cup 12oz,0
CASP,Second Removal,B (green),5,PLa-lined Paper Hot Cup 12oz,0
CASP,Second Removal,C (yellow),1,PLa-lined Paper Hot Cup 12oz,
CASP,Second Removal,C (yellow),2,PLa-lined Paper Hot Cup 12oz,
CASP,Second Removal,C (yellow),3,PLa-lined Paper Hot Cup 12oz,
CASP,Second Removal,C (yellow),4,PLa-lined Paper Hot Cup 12oz,
CASP,Second Removal,C (yellow),5,PLa-lined Paper Hot Cup 12oz,
CASP,First Removal,A (blue),1,PLa-lined Paper Hot Cup 12oz,
CASP,First Removal,A (blue),10,PLa-lined Paper Hot Cup 12oz,
CASP,First Removal,A (blue),4,PLa-lined Paper Hot Cup 12oz,
CASP,First Removal,A (blue),5,PLa-lined Paper Hot Cup 12oz,
CASP,First Removal,A (blue),7,PLa-lined Paper Hot Cup 12oz,
CASP,First Removal,B (green),2,PLa-lined Paper Hot Cup 12oz,0.30567476863622495
CASP,First Removal,B (green),3,PLa-lined Paper Hot Cup 12oz,0.6736194447269399
CASP,First Removal,B (green),4,PLa-lined Paper Hot Cup 12oz,0.7024204210312215
CASP,First Removal,B (green),8,PLa-lined Paper Hot Cup 12oz,0
CASP,First Removal,B (green),9,PLa-lined Paper Hot Cup 12oz,0.7223736397843995
CASP,First Removal,C (yellow),10,PLa-lined Paper Hot Cup 12oz,
CASP,First Removal,C (yellow),5,PLa-lined Paper Hot Cup 12oz,
CASP,First Removal,C (yellow),7,PLa-lined Paper Hot Cup 12oz,
CASP,First Removal,C (yellow),8,PLa-lined Paper Hot Cup 12oz,
CASP,Second Removal,A (blue),2,PLa-lined Paper Hot Cup 12oz,
CASP,Second Removal,A (blue),3,PLa-lined Paper Hot Cup 12oz,
CASP,Second Removal,A (blue),6,PLa-lined Paper Hot Cup 12oz,
CASP,Second Removal,A (blue),8,PLa-lined Paper Hot Cup 12oz,
CASP,Second Removal,A (blue),9,PLa-lined Paper Hot Cup 12oz,
CASP,Second Removal,B (green),1,PLa-lined Paper Hot Cup 12oz,0
CASP,Second Removal,B (green),5,PLa-lined Paper Hot Cup 12oz,0.5130478999288113
CASP,Second Removal,B (green),6,PLa-lined Paper Hot Cup 12oz,0.457520593918438
CASP,Second Removal,B (green),7,PLa-lined Paper Hot Cup 12oz,0
CASP,Second Removal,C (yellow),1,PLa-lined Paper Hot Cup 12oz,
CASP,Second Removal,C (yellow),2,PLa-lined Paper Hot Cup 12oz,
CASP,Second Removal,C (yellow),3,PLa-lined Paper Hot Cup 12oz,
CASP,Second Removal,C (yellow),6,PLa-lined Paper Hot Cup 12oz,
CASP,Second Removal,C (yellow),9,PLa-lined Paper Hot Cup 12oz,
ASP,First Removal,A (blue),1,PLa-lined Paper Hot Cup 12oz,
ASP,First Removal,A (blue),2,PLa-lined Paper Hot Cup 12oz,
ASP,First Removal,A (blue),3,PLa-lined Paper Hot Cup 12oz,
ASP,First Removal,A (blue),4,PLa-lined Paper Hot Cup 12oz,
ASP,First Removal,A (blue),5,PLa-lined Paper Hot Cup 12oz,
ASP,First Removal,B (green),1,PLa-lined Paper Hot Cup 12oz,1.019322688904709
ASP,First Removal,B (green),2,PLa-lined Paper Hot Cup 12oz,0.9015559849486424
ASP,First Removal,B (green),3,PLa-lined Paper Hot Cup 12oz,0.984236753788264
ASP,First Removal,B (green),4,PLa-lined Paper Hot Cup 12oz,1.0660022373639786
ASP,First Removal,B (green),5,PLa-lined Paper Hot Cup 12oz,0.9152852639072512
ASP,First Removal,C (yellow),1,PLa-lined Paper Hot Cup 12oz,
ASP,First Removal,C (yellow),2,PLa-lined Paper Hot Cup 12oz,
ASP,First Removal,C (yellow),3,PLa-lined Paper Hot Cup 12oz,
ASP,First Removal,C (yellow),4,PLa-lined Paper Hot Cup 12oz,
ASP,First Removal,C (yellow),5,PLa-lined Paper Hot Cup 12oz,
ASP,Second Removal,A (blue),10,PLa-lined Paper Hot Cup 12oz,
ASP,Second Removal,A (blue),6,PLa-lined Paper Hot Cup 12oz,
ASP,Second Removal,A (blue),7,PLa-lined Paper Hot Cup 12oz,
ASP,Second Removal,A (blue),8,PLa-lined Paper Hot Cup 12oz,
ASP,Second Removal,A (blue),9,PLa-lined Paper Hot Cup 12oz,
ASP,Second Removal,B (green),10,PLa-lined Paper Hot Cup 12oz,0.7767720939692871
ASP,Second Removal,B (green),6,PLa-lined Paper Hot Cup 12oz,0.955252720431201
ASP,Second Removal,B (green),7,PLa-lined Paper Hot Cup 12oz,0.6763958100274586
ASP,Second Removal,B (green),8,PLa-lined Paper Hot Cup 12oz,0.8466388691142074
ASP,Second Removal,B (green),9,PLa-lined Paper Hot Cup 12oz,0.8512152954337436
ASP,Second Removal,C (yellow),10,PLa-lined Paper Hot Cup 12oz,
ASP,Second Removal,C (yellow),6,PLa-lined Paper Hot Cup 12oz,
ASP,Second Removal,C (yellow),7,PLa-lined Paper Hot Cup 12oz,
ASP,Second Removal,C (yellow),8,PLa-lined Paper Hot Cup 12oz,
ASP,Second Removal,C (yellow),9,PLa-lined Paper Hot Cup 12oz,
EASP,First Removal,A (blue),10,PLa-lined Paper Hot Cup 12oz,
EASP,First Removal,A (blue),2,PLa-lined Paper Hot Cup 12oz,
EASP,First Removal,A (blue),4,PLa-lined Paper Hot Cup 12oz,
EASP,First Removal,A (blue),6,PLa-lined Paper Hot Cup 12oz,
EASP,First Removal,A (blue),9,PLa-lined Paper Hot Cup 12oz,
EASP,First Removal,B (green),1,PLa-lined Paper Hot Cup 12oz,0.9683718092138718
EASP,First Removal,B (green),2,PLa-lined Paper Hot Cup 12oz,1.0197498220278656
EASP,First Removal,B (green),4,PLa-lined Paper Hot Cup 12oz,1.0113902166175128
EASP,First Removal,B (green),5,PLa-lined Paper Hot Cup 12oz,1.0195972744838808
EASP,First Removal,B (green),6,PLa-lined Paper Hot Cup 12oz,0.9140953930641718
EASP,First Removal,C (yellow),1,PLa-lined Paper Hot Cup 12oz,
EASP,First Removal,C (yellow),2,PLa-lined Paper Hot Cup 12oz,
EASP,First Removal,C (yellow),3,PLa-lined Paper Hot Cup 12oz,
EASP,First Removal,C (yellow),4,PLa-lined Paper Hot Cup 12oz,
EASP,First Removal,C (yellow),5,PLa-lined Paper Hot Cup 12oz,
EASP,Second Removal,A (blue),1,PLa-lined Paper Hot Cup 12oz,
EASP,Second Removal,A (blue),3,PLa-lined Paper Hot Cup 12oz,
EASP,Second Removal,A (blue),5,PLa-lined Paper Hot Cup 12oz,
EASP,Second Removal,A (blue),7,PLa-lined Paper Hot Cup 12oz,
EASP,Second Removal,A (blue),8,PLa-lined Paper Hot Cup 12oz,
EASP,Second Removal,B (green),10,PLa-lined Paper Hot Cup 12oz,0.8450828841655649
EASP,Second Removal,B (green),3,PLa-lined Paper Hot Cup 12oz,0.8746465981897692
EASP,Second Removal,B (green),7,PLa-lined Paper Hot Cup 12oz,0.8652496694803214
EASP,Second Removal,B (green),8,PLa-lined Paper Hot Cup 12oz,0.8605206956168006
EASP,Second Removal,B (green),9,PLa-lined Paper Hot Cup 12oz,0.8835858842672634
EASP,Second Removal,C (yellow),10,PLa-lined Paper Hot Cup 12oz,
EASP,Second Removal,C (yellow),6,PLa-lined Paper Hot Cup 12oz,
EASP,Second Removal,C (yellow),7,PLa-lined Paper Hot Cup 12oz,
EASP,Second Removal,C (yellow),8,PLa-lined Paper Hot Cup 12oz,
EASP,Second Removal,C (yellow),9,PLa-lined Paper Hot Cup 12oz,
Windrow,First Removal,A (blue),2,PLa-lined Paper Hot Cup 12oz,
Windrow,First Removal,A (blue),4,PLa-lined Paper Hot Cup 12oz,
Windrow,First Removal,A (blue),6,PLa-lined Paper Hot Cup 12oz,
Windrow,First Removal,A (blue),7,PLa-lined Paper Hot Cup 12oz,
Windrow,First Removal,A (blue),9,PLa-lined Paper Hot Cup 12oz,
Windrow,First Removal,B (green),10,PLa-lined Paper Hot Cup 12oz,0.43183158751144113
Windrow,First Removal,B (green),2,PLa-lined Paper Hot Cup 12oz,0.5049018610800367
Windrow,First Removal,B (green),4,PLa-lined Paper Hot Cup 12oz,0.497152445845622
Windrow,First Removal,B (green),6,PLa-lined Paper Hot Cup 12oz,0.16404962880097634
Windrow,First Removal,B (green),7,PLa-lined Paper Hot Cup 12oz,0.23367232787552125
Windrow,First Removal,C (yellow),1,PLa-lined Paper Hot Cup 12oz,
Windrow,First Removal,C (yellow),3,PLa-lined Paper Hot Cup 12oz,
Windrow,First Removal,C (yellow),5,PLa-lined Paper Hot Cup 12oz,
Windrow,First Removal,C (yellow),6,PLa-lined Paper Hot Cup 12oz,
Windrow,First Removal,C (yellow),7,PLa-lined Paper Hot Cup 12oz,
Windrow,Second Removal,A (blue),1,PLa-lined Paper Hot Cup 12oz,
Windrow,Second Removal,A (blue),10,PLa-lined Paper Hot Cup 12oz,
Windrow,Second Removal,A (blue),3,PLa-lined Paper Hot Cup 12oz,
Windrow,Second Removal,A (blue),5,PLa-lined Paper Hot Cup 12oz,
Windrow,Second Removal,A (blue),8,PLa-lined Paper Hot Cup 12oz,
Windrow,Second Removal,B (green),1,PLa-lined Paper Hot Cup 12oz,0
Windrow,Second Removal,B (green),3,PLa-lined Paper Hot Cup 12oz,0
Windrow,Second Removal,B (green),5,PLa-lined Paper Hot Cup 12oz,0
Windrow,Second Removal,B (green),9,PLa-lined Paper Hot Cup 12oz,0
Windrow,Second Removal,C (yellow),10,PLa-lined Paper Hot Cup 12oz,
Windrow,Second Removal,C (yellow),2,PLa-lined Paper Hot Cup 12oz,
Windrow,Second Removal,C (yellow),4,PLa-lined Paper Hot Cup 12oz,
Windrow,Second Removal,C (yellow),9,PLa-lined Paper Hot Cup 12oz,
EASP,First Removal,(blank),(blank),PLa-lined Paper Hot Cup 12oz,0.049195775711558684
EASP,Second Removal,(blank),(blank),PLa-lined Paper Hot Cup 12oz,0.25223689186918674
In-Vessel,First Removal,(blank),(blank),PLa-lined Paper Hot Cup 12oz,0
In-Vessel,Second Removal,(blank),(blank),PLa-lined Paper Hot Cup 12oz,0
Windrow,First Removal,A (blue),10,CPLA Hot Cup Lid,
Windrow,First Removal,A (blue),6,CPLA Hot Cup Lid,
Windrow,First Removal,A (blue),7,CPLA Hot Cup Lid,
Windrow,First Removal,A (blue),8,CPLA Hot Cup Lid,
Windrow,First Removal,A (blue),9,CPLA Hot Cup Lid,
Windrow,First Removal,B (green),10,CPLA Hot Cup Lid,
Windrow,First Removal,B (green),6,CPLA Hot Cup Lid,
Windrow,First Removal,B (green),7,CPLA Hot Cup Lid,
Windrow,First Removal,B (green),8,CPLA Hot Cup Lid,
Windrow,First Removal,B (green),9,CPLA Hot Cup Lid,
Windrow,First Removal,C (yellow),10,CPLA Hot Cup Lid,0
Windrow,First Removal,C (yellow),6,CPLA Hot Cup Lid,0
Windrow,First Removal,C (yellow),7,CPLA Hot Cup Lid,0
Windrow,First Removal,C (yellow),8,CPLA Hot Cup Lid,0
Windrow,First Removal,C (yellow),9,CPLA Hot Cup Lid,0.6870854467420991
Windrow,Second Removal,A (blue),1,CPLA Hot Cup Lid,
Windrow,Second Removal,A (blue),2,CPLA Hot Cup Lid,
Windrow,Second Removal,A (blue),3,CPLA Hot Cup Lid,
Windrow,Second Removal,A (blue),4,CPLA Hot Cup Lid,
Windrow,Second Removal,A (blue),5,CPLA Hot Cup Lid,
Windrow,Second Removal,B (green),1,CPLA Hot Cup Lid,
Windrow,Second Removal,B (green),2,CPLA Hot Cup Lid,
Windrow,Second Removal,B (green),3,CPLA Hot Cup Lid,
Windrow,Second Removal,B (green),4,CPLA Hot Cup Lid,
Windrow,Second Removal,B (green),5,CPLA Hot Cup Lid,
Windrow,Second Removal,C (yellow),1,CPLA Hot Cup Lid,0
Windrow,Second Removal,C (yellow),2,CPLA Hot Cup Lid,0
Windrow,Second Removal,C (yellow),3,CPLA Hot Cup Lid,0
Windrow,Second Removal,C (yellow),4,CPLA Hot Cup Lid,0
Windrow,Second Removal,C (yellow),5,CPLA Hot Cup Lid,0
CASP,First Removal,A (blue),2,CPLA Hot Cup Lid,
CASP,First Removal,A (blue),4,CPLA Hot Cup Lid,
CASP,First Removal,A (blue),5,CPLA Hot Cup Lid,
CASP,First Removal,A (blue),7,CPLA Hot Cup Lid,
CASP,First Removal,A (blue),9,CPLA Hot Cup Lid,
CASP,First Removal,B (green),(blank),CPLA Hot Cup Lid,
CASP,First Removal,B (green),1,CPLA Hot Cup Lid,0
CASP,First Removal,B (green),2,CPLA Hot Cup Lid,0
CASP,First Removal,B (green),4,CPLA Hot Cup Lid,0
CASP,First Removal,B (green),5,CPLA Hot Cup Lid,0
CASP,First Removal,B (green),8,CPLA Hot Cup Lid,0
CASP,First Removal,C (yellow),1,CPLA Hot Cup Lid,
CASP,First Removal,C (yellow),2,CPLA Hot Cup Lid,
CASP,First Removal,C (yellow),4,CPLA Hot Cup Lid,
CASP,First Removal,C (yellow),5,CPLA Hot Cup Lid,
CASP,First Removal,C (yellow),9,CPLA Hot Cup Lid,
CASP,Second Removal,A (blue),10,CPLA Hot Cup Lid,
CASP,Second Removal,A (blue),3,CPLA Hot Cup Lid,
CASP,Second Removal,A (blue),6,CPLA Hot Cup Lid,
CASP,Second Removal,A (blue),8,CPLA Hot Cup Lid,
CASP,Second Removal,B (green),3,CPLA Hot Cup Lid,0
CASP,Second Removal,B (green),6,CPLA Hot Cup Lid,0
CASP,Second Removal,B (green),7,CPLA Hot Cup Lid,0
CASP,Second Removal,B (green),9,CPLA Hot Cup Lid,0
CASP,Second Removal,C (yellow),10,CPLA Hot Cup Lid,
CASP,Second Removal,C (yellow),3,CPLA Hot Cup Lid,
CASP,Second Removal,C (yellow),6,CPLA Hot Cup Lid,
CASP,Second Removal,C (yellow),7,CPLA Hot Cup Lid,
CASP,Second Removal,C (yellow),8,CPLA Hot Cup Lid,
EASP,First Removal,A (blue),1,CPLA Hot Cup Lid,
EASP,First Removal,A (blue),10,CPLA Hot Cup Lid,
EASP,First Removal,A (blue),4,CPLA Hot Cup Lid,
EASP,First Removal,A (blue),6,CPLA Hot Cup Lid,
EASP,First Removal,A (blue),8,CPLA Hot Cup Lid,
EASP,First Removal,B (green),2,CPLA Hot Cup Lid,0
EASP,First Removal,B (green),5,CPLA Hot Cup Lid,0
EASP,First Removal,B (green),6,CPLA Hot Cup Lid,0
EASP,First Removal,B (green),7,CPLA Hot Cup Lid,0
EASP,First Removal,B (green),8,CPLA Hot Cup Lid,0
EASP,First Removal,C (yellow),10,CPLA Hot Cup Lid,
EASP,First Removal,C (yellow),3,CPLA Hot Cup Lid,
EASP,First Removal,C (yellow),7,CPLA Hot Cup Lid,
EASP,First Removal,C (yellow),8,CPLA Hot Cup Lid,
EASP,First Removal,C (yellow),9,CPLA Hot Cup Lid,
EASP,Second Removal,A (blue),2,CPLA Hot Cup Lid,
EASP,Second Removal,A (blue),3,CPLA Hot Cup Lid,
EASP,Second Removal,A (blue),5,CPLA Hot Cup Lid,
EASP,Second Removal,A (blue),7,CPLA Hot Cup Lid,
EASP,Second Removal,A (blue),9,CPLA Hot Cup Lid,
EASP,Second Removal,B (green),1,CPLA Hot Cup Lid,0
EASP,Second Removal,B (green),10,CPLA Hot Cup Lid,0
EASP,Second Removal,B (green),3,CPLA Hot Cup Lid,0
EASP,Second Removal,B (green),4,CPLA Hot Cup Lid,0
EASP,Second Removal,B (green),8,CPLA Hot Cup Lid,0
EASP,Second Removal,C (yellow),1,CPLA Hot Cup Lid,
EASP,Second Removal,C (yellow),2,CPLA Hot Cup Lid,
EASP,Second Removal,C (yellow),4,CPLA Hot Cup Lid,
EASP,Second Removal,C (yellow),5,CPLA Hot Cup Lid,
EASP,Second Removal,C (yellow),6,CPLA Hot Cup Lid,
CASP,First Removal,A (blue),10,CPLA Hot Cup Lid,
CASP,First Removal,A (blue),6,CPLA Hot Cup Lid,
CASP,First Removal,A (blue),7,CPLA Hot Cup Lid,
CASP,First Removal,A (blue),8,CPLA Hot Cup Lid,
CASP,First Removal,A (blue),9,CPLA Hot Cup Lid,
CASP,First Removal,B (green),10,CPLA Hot Cup Lid,
CASP,First Removal,B (green),6,CPLA Hot Cup Lid,
CASP,First Removal,B (green),7,CPLA Hot Cup Lid,
CASP,First Removal,B (green),8,CPLA Hot Cup Lid,
CASP,First Removal,B (green),9,CPLA Hot Cup Lid,
CASP,First Removal,C (yellow),10,CPLA Hot Cup Lid,0.983222785797893
CASP,First Removal,C (yellow),6,CPLA Hot Cup Lid,0.4454935622317597
CASP,First Removal,C (yellow),7,CPLA Hot Cup Lid,0.3877877487319548
CASP,First Removal,C (yellow),8,CPLA Hot Cup Lid,0.03183769020678892
CASP,First Removal,C (yellow),9,CPLA Hot Cup Lid,0.3557159578618806
CASP,Second Removal,A (blue),1,CPLA Hot Cup Lid,
CASP,Second Removal,A (blue),2,CPLA Hot Cup Lid,
CASP,Second Removal,A (blue),4,CPLA Hot Cup Lid,
CASP,Second Removal,A (blue),5,CPLA Hot Cup Lid,
CASP,Second Removal,B (green),1,CPLA Hot Cup Lid,
CASP,Second Removal,B (green),2,CPLA Hot Cup Lid,
CASP,Second Removal,B (green),3,CPLA Hot Cup Lid,
CASP,Second Removal,B (green),4,CPLA Hot Cup Lid,
CASP,Second Removal,B (green),5,CPLA Hot Cup Lid,
CASP,Second Removal,C (yellow),1,CPLA Hot Cup Lid,0
CASP,Second Removal,C (yellow),2,CPLA Hot Cup Lid,0
CASP,Second Removal,C (yellow),3,CPLA Hot Cup Lid,0
CASP,Second Removal,C (yellow),4,CPLA Hot Cup Lid,0
CASP,Second Removal,C (yellow),5,CPLA Hot Cup Lid,0
CASP,First Removal,A (blue),1,CPLA Hot Cup Lid,
CASP,First Removal,A (blue),10,CPLA Hot Cup Lid,
CASP,First Removal,A (blue),4,CPLA Hot Cup Lid,
CASP,First Removal,A (blue),5,CPLA Hot Cup Lid,
CASP,First Removal,A (blue),7,CPLA Hot Cup Lid,
CASP,First Removal,B (green),2,CPLA Hot Cup Lid,0.24241123683183768
CASP,First Removal,B (green),3,CPLA Hot Cup Lid,0
CASP,First Removal,B (green),4,CPLA Hot Cup Lid,0
CASP,First Removal,B (green),8,CPLA Hot Cup Lid,0
CASP,First Removal,B (green),9,CPLA Hot Cup Lid,0
CASP,First Removal,C (yellow),10,CPLA Hot Cup Lid,
CASP,First Removal,C (yellow),5,CPLA Hot Cup Lid,
CASP,First Removal,C (yellow),7,CPLA Hot Cup Lid,
CASP,First Removal,C (yellow),8,CPLA Hot Cup Lid,
CASP,Second Removal,A (blue),2,CPLA Hot Cup Lid,
CASP,Second Removal,A (blue),3,CPLA Hot Cup Lid,
CASP,Second Removal,A (blue),6,CPLA Hot Cup Lid,
CASP,Second Removal,A (blue),8,CPLA Hot Cup Lid,
